FID,ADDRESS,CITY,STATE,ZIP,COUNTY,LATITUDE,LONGITUDE
1728,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GWINNETT,33.96367678,-84.01756345
1729,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,FULTON,34.06667514,-84.17662808
1730,11 UPPER RIVERDALE ROAD SW,RIVERDALE,GA,30274,CLAYTON,33.5793287,-84.3891338
1731,898 COLLEGE STREET,MONTICELLO,GA,31064,JASPER,33.31419258,-83.68648212
1732,450 NORTH CANDLER STREET,DECATUR,GA,30030,DEKALB,33.77747,-84.29291696
1733,120 OSCHNER BLVD,GRETNA,LA,70056,JEFFERSON,29.88431261,-90.02760604
1734,706 ROSS ST,OAK GROVE,LA,71263,WEST CARROLL,32.86829874,-91.38238199
1735,2400 HOSPITAL DR,BOSSIER CITY,LA,71111,BOSSIER,32.55833027,-93.71820586
1736,810 S BROADWAY ST,CHURCH POINT,LA,70525,ACADIA,30.39559563,-92.21114982
1737,100 MEDICAL CENTER DR,SLIDELL,LA,70461,ST. TAMMANY,30.28718569,-89.74265678
1738,1634 ELTON RD,JENNINGS,LA,70546,JEFFERSON DAVIS,30.23944135,-92.66293514
1739,210 CHAMPAGNE BLVD,BREAUX BRIDGE,LA,70517,ST. MARTIN,30.28279209,-91.88985828
1740,2600 GREENWOOD RD,SHREVEPORT,LA,71103,CADDO,32.48441774,-93.7799172
1741,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,EAU CLAIRE,44.79446577,-91.51066676
1742,800 COMPASSION WAY,DODGEVILLE,WI,53533,IOWA,42.95132396,-90.12946277
1743,333 E SECOND ST,RICHLAND CENTER,WI,53581,RICHLAND,43.33870228,-90.38227434
1744,3200 PLEASANT VALLEY ROAD,WEST BEND,WI,53095,WASHINGTON,43.35575884,-88.19509696
1745,"601 GROVE AVE, PO BOX 243",WILD ROSE,WI,54984,WAUSHARA,44.18356053,-89.2460595
1746,5000 SAN BERNARDINO STREET,MONTCLAIR,CA,91763,SAN BERNARDINO,34.07875777,-117.69597659999998
1747,1812 VERDUGO BOULEVARD,GLENDALE,CA,91208,LOS ANGELES,34.20488886,-118.21598
1748,1001 JOHNSON FERRY RD,ATLANTA,GA,30342,FULTON,33.90608164,-84.35395184
1749,2701 N DECATUR ROAD,DECATUR,GA,30033,DEKALB,33.79108914,-84.2829101
1750,4600 W SCHROEDER DRIVE,BROWN DEER,WI,53223,MILWAUKEE,43.18730941,-87.9676262
1751,1131 NO. CHINA LAKE BOULEVARD,RIDGECREST,CA,93555,KERN,35.64090045,-117.6726311
1752,110 IRVING STREET NW,WASHINGTON,DC,20010,DISTRICT OF COLUMBIA,38.92965194,-77.0156483
1753,900 23RD STREET NW,WASHINGTON,DC,20037,DISTRICT OF COLUMBIA,38.90131901,-77.05063668
1754,11040 N STATE RD 77,HAYWARD,WI,54843,SAWYER,46.0347968,-91.48574688
1755,9655 W BOYNTON BEACH BLVD,BOYNTON BEACH,FL,33472,PALM BEACH,26.52972805,-80.19976772
1756,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,HERNANDO,28.53883382,-82.4434916
1757,307 BOATNER RD,EGLIN AFB,FL,32542,OKALOOSA,30.46083986,-86.55523265
1758,1811 PLAZA DRIVE,HIGHLANDS RANCH,CO,80129,DOUGLAS,39.5573325,-105.01001289999999
1759,1475 W 49TH ST,HIALEAH,FL,33012,MIAMI-DADE,25.86854243,-80.31226968
1760,655 W 8TH ST,JACKSONVILLE,FL,32209,DUVAL,30.34850524,-81.66427482
1761,700 N PALMETTO ST,LEESBURG,FL,34748,LAKE,28.81810186,-81.87440022
1762,30 WARREN STREET,BOSTON,MA,2135,SUFFOLK,42.34997282,-71.14263104
1763,826 NORTH 8TH STREET,ESTHERVILLE,IA,51334,EMMET,43.40998667,-94.83365792
1764,1111 3RD STREET SW,DYERSVILLE,IA,52040,DUBUQUE,42.47562714,-91.13053568
1765,800 11TH ST,CHARLES CITY,IA,50616,FLOYD,43.05145465,-92.68364371
1766,1800 MERCY DR,ORLANDO,FL,32808,ORANGE,28.56763289,-81.43424488
1767,809 E MARION AVE,PUNTA GORDA,FL,33950,CHARLOTTE,26.94094642,-82.04027740000001
1768,6901 SIMMONS LOOP,RIVERVIEW,FL,33578,HILLSBOROUGH,27.78778121,-82.34510464
1769,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,PASCO,28.19562413,-82.35114261
1770,1475 NW 12TH AVE,MIAMI,FL,33136,MIAMI-DADE,25.78829775,-80.21565251
1771,29910 SR 56,WESLEY CHAPEL,FL,33543,PASCO,28.20036654,-82.32381142
1772,101 AVE O SE,WINTER HAVEN,FL,33880,POLK,28.00897569,-81.72617786
1773,5445 AVENUE O,FORT MADISON,IA,52627,LEE,40.62580677,-91.38431337
1774,640 6TH STREET,NEVADA,IA,50201,STORY,42.01709827,-93.45276476
1775,812 ELM AVENUE,STORY CITY,IA,50248,STORY,42.19007926,-93.59411806
1776,802 SOUTH KENYON ROAD,FORT DODGE,IA,50501,WEBSTER,42.49221018,-94.19217957
1777,920 SOUTH OAK STREET,IOWA FALLS,IA,50126,HARDIN,42.50069575,-93.26068656
1778,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,JONES,42.10151275,-91.26261485
1779,404 JEFFERSON STREET,PELLA,IA,50219,MARION,41.41300324,-92.91092256
1780,1101 9TH ST SE,SIOUX CENTER,IA,51250,SIOUX,43.06849304,-96.15806865
1781,300 SOUTH THIRD WEST,SODA SPRINGS,ID,83276,CARIBOU,42.65149052,-111.61473570000001
1782,895 NORTH 6TH EAST,MOUNTAIN HOME,ID,83647,ELMORE,43.13889106,-115.6935963
1783,2401 W UNIVERSITY AVE,MUNCIE,IN,47303,DELAWARE,40.19678348,-85.41481236
1784,1575 CAMBRIDGE STREET,CAMBRIDGE,MA,2138,MIDDLESEX,42.375322100000005,-71.10694346
1785,91 EAST MOUNTAIN RD,WESTFIELD,MA,1085,HAMPDEN,42.11036973,-72.70091012
1786,605 N MAIN STREET,ELLINWOOD,KS,67526,BARTON,38.36032821,-98.58064947
1787,240 WEST 18TH STREET,HORTON,KS,66439,BROWN,39.67327422,-95.53049381
1788,750 W AVE D,KINGMAN,KS,67068,KINGMAN,37.64764868,-98.12321998
1789,1731 NORTH 90TH STREET,KANSAS CITY,KS,66112,WYANDOTTE,39.12431389,-94.78685564
1790,1006 S JACKSON,HUGOTON,KS,67951,STEVENS,37.17111174,-101.3491863
1791,720 W CENTRAL ST,EL DORADO,KS,67042,BUTLER,37.81828421,-96.8589003
1792,600 NORTH WOLFE STREET,BALTIMORE,MD,21287,BALTIMORE CITY,39.296108700000005,-76.59197222
1793,1306 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,SEVIER,34.04810079,-94.35258284
1794,10301 MAYO ROAD,BARLING,AR,72923,SEBASTIAN,35.34133753,-94.31306819
1795,"2300 WESTERN AVE, PO BOX 1450",MANITOWOC,WI,54221,MANITOWOC,44.09465466,-87.67649578
1796,100 RIVENDELL DRIVE,BENTON,AR,72019,SALINE,34.61384598,-92.53293133
1797,2712 EAST JOHNSON AVENUE,JONESBORO,AR,72401,CRAIGHEAD,35.85221482,-90.66978926
1798,225 EAST JACKSON AVENUE,JONESBORO,AR,72401,CRAIGHEAD,35.83649802,-90.70261858
1799,1015 UNITY ROAD,CROSSETT,AR,71635,ASHLEY,33.13845416,-91.93879905
1800,1520 NORTH DIVISION STREET,BLYTHEVILLE,AR,72315,MISSISSIPPI,35.94301993,-89.91731125
1801,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,GARLAND,34.48610511,-93.03538527
1802,"240 MAPLE ST, PO BOX 470",WOODRUFF,WI,54568,ONEIDA,45.89350427,-89.70253852
1803,451 WEST LOCKE STREET,ASHDOWN,AR,71822,LITTLE RIVER,33.66925282,-94.13485202
1804,855 S MAIN ST,OCONTO FALLS,WI,54154,OCONTO,44.86533455,-88.12769344
1805,3601 SOUTH 79TH STREET,FORT SMITH,AR,72903,SEBASTIAN,35.34745698,-94.34345322
1806,6200 N LACHOLLA BLVD,TUCSON,AZ,85741,PIMA,32.320004,-111.0101227
1807,2000 HOLIDAY LANE,FULTON,KY,42041,FULTON,36.51903178,-88.89567406
1808,913 N DIXIE AVENUE,ELIZABETHTOWN,KY,42701,HARDIN,37.7099441,-85.87629633
1809,201 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,KENTON,39.01261227,-84.56661519
1810,1211 OLD MAIN ST.,HARTFORD,KY,42347,OHIO,37.44846699,-86.89644768
1811,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,WASHINGTON,36.12132636,-94.1340396
1812,1100 CARSON AVENUE,LA JUNTA,CO,81050,OTERO,37.97806683,-103.54957879999999
1813,1400 E BOULDER ST,COLORADO SPRINGS,CO,80909,EL PASO,38.83946663,-104.79945359999999
1814,115 MILL STREET,BELMONT,MA,2478,MIDDLESEX,42.39373021,-71.19129535
1815,3 RANDOLPH STREET,CANTON,MA,2021,NORFOLK,42.17599054,-71.12525626
1816,2200 KERNAN DRIVE,BALTIMORE,MD,21207,BALTIMORE CITY,39.31376424,-76.7079635
1817,500 UPPER CHESAPEAKE DRIVE,BEL AIR,MD,21014,HARFORD,39.51957804,-76.34572578
1818,201 HALL HIGHWAY,CRISFIELD,MD,21817,SOMERSET,37.99755791,-75.85255488
1819,220 TILGHMAN ROAD,SALISBURY,MD,21801,WICOMICO,38.36924134,-75.54862399
1820,144 STATE STREET,PORTLAND,ME,4101,CUMBERLAND,43.65133292,-70.2649497
1821,5500 ARMSRTONG RD,BATTLE CREEK,MI,49037,CALHOUN,42.34342720000001,-85.29133174
1822,301 N MAIN ST,SHERIDAN,MI,48884,MONTCALM,43.21594853,-85.07416184
1823,1140 N STATE STREET,SAINT IGNACE,MI,49781,MACKINAC,45.89063146,-84.72945092
1824,818 RIVERSIDE AVENUE,ADRIAN,MI,49221,LENAWEE,41.91366434,-84.04910402
1825,1210 W SAGINAW,LANSING,MI,48915,INGHAM,42.74151965,-84.5699918
1826,805 W CEDAR ST,STANDISH,MI,48658,ARENAC,43.98186568,-83.9692167
1827,1309 SHELDON RD,GRAND HAVEN,MI,49417,OTTAWA,43.05077262,-86.22882918
1828,23901 LAHSER,SOUTHFIELD,MI,48033,OAKLAND,42.46463276,-83.26135516
1829,22401 FOSTER WINTER DRIVE,SOUTHFIELD,MI,48075,OAKLAND,42.45749333,-83.20319683
1830,1234 NAPIER AVENUE,ST JOSEPH,MI,49085,BERRIEN,42.08825417,-86.47877147
1831,31 NORTH ST JOSEPH AVE,NILES,MI,49120,BERRIEN,41.8279252,-86.26048853
1832,274 E CHICAGO ST,COLDWATER,MI,49036,BRANCH,41.93761006,-84.98968856
1833,300 NORTH AVENUE,BATTLE CREEK,MI,49017,CALHOUN,42.33108575,-85.17794749
1834,826 WEST KING STREET,OWOSSO,MI,48867,SHIAWASSEE,43.00605206,-84.18167719
1835,4675 HILL STREET,CASS CITY,MI,48726,TUSCOLA,43.60418042,-83.18260393
1836,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,WASHTENAW,42.26518803,-83.65432995
1837,775 S MAIN ST,CHELSEA,MI,48118,WASHTENAW,42.31026134,-84.01583359
1838,401 W GREENLAWN AVE,LANSING,MI,48910,INGHAM,42.70376296,-84.55498881
1839,18101 OAKWOOD BLVD,DEARBORN,MI,48124,WAYNE,42.29032641,-83.21459189
1840,6071 W OUTER DRIVE,DETROIT,MI,48235,WAYNE,42.41911826,-83.18202487
1841,468 CADIEUX RD,GROSSE POINTE,MI,48230,WAYNE,42.38439613,-82.91440414
1842,3990 JOHN R STREET,DETROIT,MI,48201,WAYNE,42.35178008,-83.05639128
1843,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,KENT,42.85781759,-85.71770279
1844,1400 W ICE LAKE ROAD,IRON RIVER,MI,49935,IRON,46.099884100000004,-88.61927448
1845,901 LAKESHORE DRIVE,ISHPEMING,MI,49849,MARQUETTE,46.5049286,-87.68481148
1846,47601 GRAND RIVER AVE,NOVI,MI,48374,OAKLAND,42.48866003,-83.51924581
1847,4777 E OUTER DRIVE,DETROIT,MI,48234,WAYNE,42.44224446,-83.01977521
1848,515 - 5TH AVE W,GRAND MARAIS,MN,55604,COOK,47.75648065,-90.34142679
1849,416 CONNABLE AVE,PETOSKEY,MI,49770,EMMET,45.37275354,-84.97011993
1850,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,33.8942266,-88.98532759
1851,300 THIRD AVENUE,ALBANY,MN,56307,STEARNS,45.63876207,-94.56688489
1852,115 10TH AVENUE NORTHEAST,DEER RIVER,MN,56636,ITASCA,47.34410561,-93.79111088
1853,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,DOUGLAS,45.87389114,-95.37687924
1854,559 CAPITOL BOULEVARD,ST PAUL,MN,55103,RAMSEY,44.95843286,-93.10284303
1855,1575 BEAM AVENUE,ST PAUL,MN,55109,RAMSEY,45.02911205,-93.03393353
1856,129 EAST SIXTH AVENUE,PINE CITY,MN,55063,PINE,45.82375708,-92.96437531
1857,300 WEST GOOD SAMARITAN DRIVE,WARREN,MN,56762,MARSHALL,48.19127604,-96.77292391
1858,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,56701,PENNINTON,48.10253762,-96.18363240000001
1859,1018 SIXTH AVENUE,WORTHINGTON,MN,56187,NOBLES,43.62244441,-95.5984722
1860,2150 HOSPITAL DRIVE,WINDOM,MN,56101,COTTONWOOD,43.87910241,-95.11331123
1861,2817 ST. JOHN'S BLVD,JOPLIN,MO,64801,JASPER,37.05662622,-94.52723639
1862,8701 TROOST AVENUE,KANSAS CITY,MO,64131,JACKSON,38.96820462,-94.57437145
1863,5121 RAYTOWN ROAD,KANSAS CITY,MO,64133,JACKSON,39.02978708,-94.4676145
1864,1500 WEST ASHLAND,NEVADA,MO,64772,VERNON,37.84596516,-94.3758349
1865,5325 FARAON STREET,ST. JOSEPH,MO,64506,BUCHANAN,39.77235362,-94.77059772
1866,615 SOUTH NEW BALLAS ROAD,ST. LOUIS,MO,63128,ST. LOUIS,38.64563115,-90.44625338
1867,1235 EAST CHEROKEE STREET,SPRINGFIELD,MO,65804,GREENE,37.17898237,-93.27527599
1868,1 JEFFERSON BARRACKS DR,ST. LOUIS,MO,63125,ST. LOUIS,38.494429499999995,-90.28355765
1869,1600 NORTH SECOND STREET,CLINTON,MO,64735,HENRY,38.38967893,-93.768801
1870,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,COOK,41.97535155,-87.69946587
1871,17651 B. HIGHWAY,BOONVILLE,MO,65233,COOPER,38.94415851,-92.74072307
1872,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,ST. LOUIS,38.75055654,-90.43374250000001
1873,1901 PENNSYLVANIA AVENUE,ST. LOUIS,MO,63133,ST. LOUIS,38.68670484,-90.31398807
1874,3700 W HWY 89A,SEDONA,AZ,86336,YAVAPAI,34.85595491,-111.8234794
1875,2900 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,61446,CLAY,39.15134801,-94.55182786
1876,2800 10TH AVE N,BILLINGS,MT,59101,YELLOWSTONE,45.78949695,-108.51345239999999
1877,100 WELLNESS WAY,MILFORD,DE,19963,SUSSEX,38.8869,-75.391695
1878,823 GRAND AVENUE,YAZOO CITY,MS,39194,YAZOO,32.8588947,-90.40425941
1879,40 UNION CHURCH ROAD,MEADVILLE,MS,39653,FRANKLIN,31.47318095,-90.88440552
1880,1 JARRETT WHITE RD,HONOLULU,HI,96859,HONOLULU,21.35964934,-157.890273
1881,113 4TH AVE,SHELL LAKE,WI,54871,WASHBURN,45.74235175,-91.92639856
1882,2600 65TH AVENUE,OSCEOLA,WI,54020,POLK,45.30186079,-92.70060728
1883,1701 SHARP RD,WATERFORD,WI,53185,RACINE,42.737756299999994,-88.16797973
1884,1701 DOUSMAN ST,GREEN BAY,WI,54303,BROWN,44.53415781,-88.06427708
1885,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WOOD,44.67726210000001,-90.1787418
1886,1700 WEST STOUT STREET,RICE LAKE,WI,54868,BARRON,45.50646122,-91.75912821
1887,1401 RIVER ROAD,GREENWOOD,MS,38935,LEFLORE,33.5178092,-90.19915962
1888,165 N. WASHINGTON AVE.,BATTLE CREEK,MI,49016,CALHOUN,42.32975197,-85.191764
1889,110 N OAK,TOWNSEND,MT,59644,BROADWATER,46.32186492,-111.51600330000001
1890,300 SOUTH WASHINGTON AVENUE,GREENVILLE,MS,38701,WASHINGTON,33.40346563,-91.05089815
1891,8613 MS HIGHWAY 12,ACKERMAN,MS,39735,CHOCTAW,33.31994427,-89.18268334
1892,178 HIGHWAY 24E,CENTREVILLE,MS,39631,WILKINSON,31.08209929,-91.05887840000001
1893,130 HIGHLANDS PARKWAY,PICAYUNE,MS,39466,PEARL RIVER,30.55006281,-89.66513169
1894,200 HAWTHORNE LANE,CHARLOTTE,NC,28233,MECKLENBURG,35.21183819,-80.82416444
1895,628 EAST TWELFTH ST,WASHINGTON,NC,27889,BEAUFORT,35.54922191,-77.03783805
1896,720 MALCOLM BOULEVARD,VALDESE,NC,28690,BURKE,35.74812386,-81.52341992
1897,111 HOSPITAL DR,TARBORO,NC,27886,EDGECOMBE,35.92103141,-77.55591562
1898,8800 NORTH TRYON STREET,CHARLOTTE,NC,28256,MECKLENBURG,35.30675743,-80.74704794
1899,800 TILGHMAN DR,DUNN,NC,28335,HARNETT,35.30703274,-78.63466618
1900,250 SMITH CHURCH ROAD,ROANOKE RAPIDS,NC,27870,HALIFAX,36.43200621,-77.64641412
1901,3400 WAKE FOREST ROAD,RALEIGH,NC,27611,WAKE,35.82853257,-78.61812596
1902,3500 ARENDELL STREET,MOREHEAD CITY,NC,28557,CARTERET,34.726209499999996,-76.75504117
1903,420 NORTH CENTER ST,HICKORY,NC,28601,CATAWBA,35.73734647,-81.33727084
1904,1900 KILDAIRE FARM RD.,CARY,NC,27511,WAKE,35.74022405,-78.78145631
1905,288 SOUTH RIDGECREST AVE.,RUTHERFORDTON,NC,28139,RUTHERFORD,35.36235121,-81.96559595
1906,607 BEAMAN STREET,CLINTON,NC,28329,SAMPSON,35.0071833,-78.32448767
1907,321 MULBERRY STREET SW,LENOIR,NC,28645,CALDWELL,35.91060653,-81.53516139
1908,223 HOSPITAL STREET,MOCKSVILLE,NC,27028,DAVIE,35.899376200000006,-80.57179142
1909,150 ROBESON STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,35.05430317,-78.8881543
1910,250 HOSPITAL DRIVE,LEXINGTON,NC,27293,DAVIDSON,35.80615015,-80.28673542
1911,2000 NEUSE BLVD,NEW BERN,NC,28561,CRAVEN,35.11340193,-77.06594289
1912,301 YADKIN STREET,ALBEMARLE,NC,28002,STANLY,35.364443200000004,-80.19482266
1913,407 3RD AVE SE,GARRISON,ND,58540,MCLEAN,47.64840348,-101.4110396
1914,220 5TH AVE W,TURTLE LAKE,ND,58575,MCLEAN,47.51821552,-100.89444809999999
1915,1300 S COLUMBIA RD,GRAND FORKS,ND,58206,GRAND FORKS,47.90954377,-97.06973339
1916,702 1ST ST SW,CROSBY,ND,58730,DIVIDE,48.90669296,-103.2990347
1917,115 VIVIAN ST,PARK RIVER,ND,58270,WALSH,48.39957758,-97.7441438
1918,200 N MAIN ST,MCVILLE,ND,58254,NELSON,47.76564266,-98.17774957
1919,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,OKEECHOBEE,27.26026803,-80.82869498
1920,201 N PARK AVE,APOPKA,FL,32703,ORANGE,28.68089176,-81.50807586
1921,230 MEDICAL CENTER DRIVE,SEAMAN,OH,45679,ADAMS,38.93411952,-83.58459697
1922,5201 RAYMOND STREET,ORLANDO,FL,32803,ORANGE,28.58035971,-81.32177614
1923,400 CELEBRATION PLACE,CELEBRATION,FL,34747,OSCEOLA,28.32812848,-81.54085293
1924,700 W OAK ST,KISSIMMEE,FL,34741,OSCEOLA,28.29968039,-81.40919031
1925,905 MAIN ST,LISBON,ND,58054,RANSOM,46.43732599,-97.68031642
1926,600 E DIXIE AVE,LEESBURG,FL,34748,LAKE,28.80783479,-81.86831429
1927,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,27.65842311,-80.39516331
1928,2025 INDIAN ROCKS RD,LARGO,FL,33774,PINELLAS,27.89871237,-82.82486655
1929,601 MAIN ST,DUNEDIN,FL,34698,PINELLAS,28.01354532,-82.78322148
1930,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,PINELLAS,27.75308051,-82.74014146
1931,11300 US HWY 19 N,CLEARWATER,FL,33764,PINELLAS,27.87475483,-82.71084573
1932,1210 US 27 N,LAKE PLACID,FL,33852,HIGHLANDS,27.32004286,-81.36973013
1933,3600 S HIGHLANDS AVE,SEBRING,FL,33870,HIGHLANDS,27.46558924,-81.43296058
1934,4555 S MANHATTAN AVE,TAMPA,FL,33611,HILLSBOROUGH,27.89806909,-82.51905979
1935,2901 SWANN AVE,TAMPA,FL,33609,HILLSBOROUGH,27.93792178,-82.48990455
1936,1121 NE 2ND AVENUE,PORTLAND,OR,97232,MULTNOMAH,45.53170667,-122.6640591
1937,1 TAMPA GENERAL CIR,TAMPA,FL,33606,HILLSBOROUGH,27.937962699999996,-82.45915532
1938,524 W SAGAMORE AVE,CLEWISTON,FL,33440,HENDRY,26.7526814,-80.94126555
1939,105 CORPORATE DRIVE,PORTSMOUTH,NH,3801,ROCKINGHAM,43.08550644,-70.79943124
1940,730 W MARKET ST,LIMA,OH,45801,ALLEN,40.74106773,-84.11798812
1941,6001 WEBB RD,TAMPA,FL,33615,HILLSBOROUGH,28.00238457,-82.57417475
1942,6150 EDGELAKE DR,SARASOTA,FL,34240,SARASOTA,27.30184858,-82.44633807
1943,1700 S TAMIAMI TRL,SARASOTA,FL,34239,SARASOTA,27.31785078,-82.53108234
1944,1401 W SEMINOLE BLVD,SANFORD,FL,32771,SEMINOLE,28.81453617,-81.28363207
1945,555 W STATE RD 434,LONGWOOD,FL,32750,SEMINOLE,28.69920658,-81.35291167
1946,9981 HEALTHPARK CIR,FORT MYERS,FL,33908,LEE,26.507279999999998,-81.91304827
1947,2776 CLEVELAND AVE,FORT MYERS,FL,33901,LEE,26.62839191,-81.8740243
1948,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,VOLUSIA,29.20238495,-81.05482789
1949,1041 DUNLAWTON AVE,PORT ORANGE,FL,32127,VOLUSIA,29.12621151,-81.00857384
1950,14000 FIVAY RD,HUDSON,FL,34667,PASCO,28.36196049,-82.68825592
1951,40100 US HWY 27 N,DAVENPORT,FL,33837,POLK,28.18143194,-81.64141275
1952,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,28.06038195,-81.95407633
1953,200 AVE F NE,WINTER HAVEN,FL,33881,POLK,28.02848334,-81.72561169
1954,400 E SHERIDAN RD,MELBOURNE,FL,32901,BREVARD,28.08992059,-80.61591569
1955,1350 S HICKORY ST,MELBOURNE,FL,32901,BREVARD,28.08719802,-80.61443759999999
1956,951 N WASHINGTON AVE,TITUSVILLE,FL,32796,BREVARD,28.63074177,-80.82420147
1957,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,BROWARD,26.26875278,-80.25565622
1958,201 E SAMPLE RD,POMPANO BEACH,FL,33064,BROWARD,26.27700374,-80.12096378
1959,3100 WESTON RD,WESTON,FL,33326,BROWARD,26.08192217,-80.36489475
1960,1601 E LAS OLAS BLVD,FORT LAUDERDALE,FL,33301,BROWARD,26.11961846,-80.12677373
1961,1516 E LAS OLAS BLVD,FORT LAUDERDALE,FL,33301,BROWARD,26.11908665,-80.12755006
1962,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,BROWARD,26.01301541,-80.31080036
1963,3501 JOHNSON ST,HOLLYWOOD,FL,33021,BROWARD,26.01894181,-80.18002199
1964,2801 N STATE RD 7,MARGATE,FL,33063,BROWARD,26.26297481,-80.20288603
1965,800 E CYPRESS DR,PEMBROKE PINES,FL,33025,BROWARD,26.00143435,-80.24980235
1966,3487 NW 30TH ST,LAUDERDALE LAKES,FL,33311,BROWARD,26.16361829,-80.19348045
1967,8 PROSPECT STREET,NASHUA,NH,3062,HILLSBOROUGH,42.75666902,-71.46082865
1968,502 HIGHLAND BLVD,INVERNESS,FL,34452,CITRUS,28.83403439,-82.33579571
1969,5900 COLLEGE RD,KEY WEST,FL,33040,MONROE,24.58082495,-81.74258028
1970,20900 BISCAYNE BLVD,AVENTURA,FL,33180,MIAMI-DADE,25.97020318,-80.14539622
1971,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,MIAMI-DADE,25.7241031,-80.27423108
1972,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,25.47997449,-80.43008634
1973,1611 NW 12TH AVE,MIAMI,FL,33136,MIAMI-DADE,25.79234739,-80.21348775
1974,160 NW 170TH ST,NORTH MIAMI BEACH,FL,33169,MIAMI-DADE,25.93041079,-80.20368564
1975,5190 SW 8TH ST,CORAL GABLES,FL,33134,MIAMI-DADE,25.76371679,-80.27894771
1976,730 WEST MARKET STREET,LIMA,OH,45801,ALLEN,40.74093289,-84.11844567
1977,4300 ALTON RD,MIAMI BEACH,FL,33140,MIAMI-DADE,25.81321909,-80.13968156
1978,3100 SW 62ND AVE,MIAMI,FL,33155,MIAMI-DADE,25.74145624,-80.29429675
1979,2500 SW 75TH AVE,MIAMI,FL,33155,MIAMI-DADE,25.74750936,-80.31745585
1980,2100 SE SALERNO RD,STUART,FL,34997,MARTIN,27.13365144,-80.22421662
1981,1431 SW 1ST AVE,OCALA,FL,34474,MARION,29.17539642,-82.13679178
1982,3130 SW 27TH AVE,OCALA,FL,34474,MARION,29.15555426,-82.17052888
1983,301 EAST 18TH STREET,ANNISTON,AL,36201,CALHOUN,33.6682359,-85.82371273
1984,83825 HIGHWAY 9,ASHLAND,AL,36251,CLAY,33.27756394,-85.82398278
1985,185 S MOORMAN AVE,SIERRA VISTA,AZ,85635,COCHISE,31.55284465,-110.2738998
1986,241 ROBERT K. WILSON DRIVE,CARROLLTON,AL,35447,PICKENS,33.27447567,-88.08863575
1987,"2205 BELTLINE ROAD, S.W.",DECATUR,AL,35601,MORGAN,34.58368232,-87.02541659
1988,3710 SW U.S. VETERANS HOSPITAL RD,PORTLAND,OR,97239,MULTNOMAH,45.49718109,-122.68397820000001
1989,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,AUGLAIZE,40.54435085,-84.37071357
1990,3201 1ST STREET,EMMETSBURG,IA,50536,PALO ALTO,43.120193799999996,-94.69124129
1991,130 POWERVILLE ROAD,BOONTON TOWNSHIP,NJ,7005,MORRIS,40.9098148,-74.42539298
1992,474 NORTH YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,CLARK,39.93113984,-83.81797155
1993,3000 HOSPITAL DRIVE,BATAVIA,OH,45103,CLERMONT,39.0804999,-84.14452819
1994,400 TAYLOR ROAD,MONTGOMERY,AL,36124,MONTGOMERY,32.3763995,-86.17493002
1995,4385 NARROW LANE ROAD,MONTGOMERY,AL,36116,MONTGOMERY,32.32346327,-86.28134483
1996,1995 EAST STATE STREET,SALEM,OH,44460,COLUMBIANA,40.90049195,-80.83243941
1997,65 JAMES STREET,EDISON,NJ,8820,MIDDLESEX,40.55682547,-74.35064333
1998,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,33.92965073,-86.49411863
1999,20000 HARVARD ROAD,WARRENSVILLE HEIGHTS,OH,44122,CUYAHOGA,41.44790385,-81.53773649
2000,124 SOUTH MEMORIAL DRIVE,PRATTVILLE,AL,36067,AUTAUGA,32.46389172,-86.45225293
